bedrijfsnaam,website,branche,aantal_medewerkers,locatie,voornaam,achternaam,functie,email,telefoon,linkedin_url,status,campaign_id,email_sent_at,opened,clicked,replied,reply_text,reply_at,pain_points,personalisatie_note,instantly_lead_id,last_contacted,follow_up_count
Meat & More,http://meatandmore.nl/,Horeca,,"Mariastraat 8, 3511 LP Utrecht, Nederland",,,,info@meatandmore.nl,0031302332658,,new,,,,,,,,{},,,,0
Wakuli specialty coffee bar,https://wakuli.com/nl,Horeca,,"Twijnstraat 1, 3511 ZG Utrecht, Nederland",,,,coffee@wakuli.com,+31 6 18594163,,new,,,,,,,,{},,,,0
Fusto d'Oro,http://www.fustodoro.nl/,Horeca,,"Oudegracht aan de Werf 115, 3511 AG Utrecht, Nederland",,,,info@fustodoro.nl,+31 30 231 4422,,new,,,,,,,,{},,,,0
Stationsrestauratie de Remise,http://www.vermaatgroep.nl/,Horeca,,"Maliebaanstation 16, 3581 LE Utrecht, Nederland",,,,info@vermaatgroep.nl,+31 30 230 6217,https://www.linkedin.com/company/vermaat,new,,,,,,,,{},,,,0
MyBookings.com B.V.,https://www.mybookings.com/,Horeca,,"Euclideslaan 1, 3584 BL Utrecht, Nederland",,,,info@mybookings.com,0307601144,https://www.linkedin.com/company/mybookings,new,,,,,,,,{},,,,0
Broodnodig Mariaplaats,http://broodnodig.eu/,Horeca,,"Mariaplaats 49, 3511 LM Utrecht, Nederland",,,,broodnodig@mail.com,+31 30 231 1531,,new,,,,,,,,{},,,,0
RAUM,http://www.raumutrecht.nl/,Horeca,,"Berlijnplein 520, 3541 CN Utrecht, Nederland",,,,info@raumutrecht.nl,,https://www.linkedin.com/company/raumutrecht,new,,,,,,,,{},,,,0
Coffeebar IKEA,https://www.ikea.com/nl/nl/stores/utrecht/,Horeca,,"Hollantlaan 30, 3526 AM Utrecht, Nederland",,,,resellers@selpdigital.com,050 711 1267,,new,,,,,,,,{},,,,0
Bram Ladage Leidsche Rijn,https://bramladage.nl/vestigingen/bram-ladage-utrecht-leidsche-rijn/,Horeca,,"Brusselplein 13, 3541 CH Utrecht, Nederland",,,,info@ladage.nl,+31 30 307 2245,,new,,,,,,,,{},,,,0
Lok Fu,http://www.lokfuutrecht.nl/,Horeca,,"Vasco Da Gamalaan 9, 3526 ER Utrecht, Nederland",,,,lokfuutrecht@gmail.com,+31302884519,,new,,,,,,,,{},,,,0
Miss Shu Lunetten Cafetaria & Wok Restaurant,http://www.shu-shu.nl/,Horeca,,"Amerongseberg 89, 3524 LN Utrecht, Nederland",,,,info@shu-shu.nl,+31 30 289 7398,,new,,,,,,,,{},,,,0
Wan Soen 🇨🇳,http://www.wan-soen.nl/,Horeca,,"Julianaweg 306, 3523 XK Utrecht, Nederland",,,,wansoen520@gmail.com,+31 30 288 3185,,new,,,,,,,,{},,,,0
De Maaltuin,https://www.demaaltuin.nl/,Horeca,,"Verlengde Hoogravenseweg 223, 3523 KJ Utrecht, Nederland",,,,hallo@demaaltuin.nl,,,new,,,,,,,,{},,,,0
De Hondekop,https://dehondekop.nl/,Horeca,,"Wisselstraat 7, 3551 WG Utrecht, Nederland",,,,Itcha@goodganga.nl,+31303031009,,new,,,,,,,,{},,,,0
BijBram,https://bij-bram.nl/,Horeca,,"H.J. Schimmelplein 1, 3532 VD Utrecht, Nederland",,,,info@bij-bram.nl,+31 30 785 3835,,new,,,,,,,,{},,,,0
Paviljoen Amelisweerd,https://www.paviljoenamelisweerd.nl/,Horeca,,"Mereveldseweg 7, 3585 LH Utrecht, Nederland",,,,info@paviljoenamelisweerd.nl,+31 30 658 6279,,new,,,,,,,,{},,,,0
Het Rijstkorreltje حلال Halal,https://hetrijstkorreltje.nl/,Horeca,,"Jan Cornelisz. Maylaan 1, 3526 GV Utrecht, Nederland",,,,info@hetrijstkorreltje.nl,030 207 2132,,new,,,,,,,,{},,,,0
Nomono,https://www.nomono-utrecht.nl/,Horeca,,"Europalaan 2B, 3526 KS Utrecht, Nederland",,,,nomono.utrecht@gmail.com,+31 30 207 2915,,new,,,,,,,,{},,,,0
Camping Ganspoort,http://www.campingganspoort.nl/,Horeca,,"Helling 87, 3523 CB Utrecht, Nederland",,,,hr@ganspoort.nl,+31 30 200 6186,,new,,,,,,,,{},,,,0
Op Saj,http://www.opsaj.com/,Horeca,,"Proostwetering 11, 3543 AB Utrecht, Nederland",,,,info@opsaj.com,+31 6 48000484,,new,,,,,,,,{},,,,0
De KraamKeuken,https://www.de-kraamkeuken.nl/,Horeca,,"Aquamarijnlaan 21, 3523 EK Utrecht, Nederland",,,,info@de-kraamkeuken.nl,0626510709,https://www.linkedin.com/company/dekraamkeuken,new,,,,,,,,{},,,,0
Karma Kebab | Utrecht,https://www.karmakebab.nl/,Horeca,,"Kanaalweg 50, 3526 KM Utrecht, Nederland",,,,verhuur@karmakebab.nl,0203086980,,new,,,,,,,,{},,,,0
AHO Consultancy BV,http://www.aho-consultancy.nl/,Horeca,,"Europalaan 500, 3526 KS Utrecht, Nederland",,,,info@aho-consultancy.nl,+31 6 51153451,http://nl.linkedin.com/in/alicehendriksenoostereng,new,,,,,,,,{},,,,0
Resto VanHarte Woonin Utrecht,https://restovanharte.nl/,Horeca,,"Kon. Wilhelminalaan 9, 3527 LA Utrecht, Nederland",,,,fw@restovanharte.nl,+31 900 9003030,https://www.linkedin.com/company/resto-vanharte,new,,,,,,,,{},,,,0
SuperVlaai Utrecht,http://www.supervlaai.nl/,Horeca,,"Smaragdplein 108, 3523 ED Utrecht, Nederland",,,,info@supervlaai.nl,+31 30 267 9454,,new,,,,,,,,{},,,,0
ISS Catering Services B.V.,https://www.nl.issworld.com/nl-nl/services/services-we-offer/food,Horeca,,"Rijnzathe 8, 3454 PV Utrecht, Nederland",,,,communicatie@nl.issworld.com,0031302424344,https://www.linkedin.com/company/iss-facility-services-nederland,new,,,,,,,,{},,,,0
Boutique Hotel Museumkwartier Utrecht,https://hotelmuseumkwartierutrecht.nl/,Horeca,,"Oudegracht 399, 3511 PH Utrecht, Nederland",,,,info@hotelmuseumkwartierutrecht.nl,+31 6 33340996,,new,,,,,,,,{},,,,0
The Green House,http://www.thegreenhouserestaurant.nl/,Horeca,,"Croeselaan 16, 3521 CA Utrecht, Nederland",,,,info@thegreenhouserestaurant.nl,+31622131447,https://www.linkedin.com/company/the-green-house-utrecht,new,,,,,,,,{},,,,0
Dagger Coffee // Koffiebar & koffietrainingen,https://www.daggercoffee.nl/,Horeca,,"Europalaan 93, 3526 KP Utrecht, Nederland",,,,hello@daggercoffee.nl,https://wa.me/31644093233,https://www.linkedin.com/company/43183422,new,,,,,,,,{},,,,0
Rosco & Party-Service,https://rosco-catering.nl/,Horeca,,"Proostwetering 20G, 3543 AE Utrecht, Nederland",,,,info@rosco-catering.nl,+31 30 241 2205,https://www.linkedin.com/company/10329745,new,,,,,,,,{},,,,0
SAAR café - resto,http://www.saar-utrecht.nl/,Horeca,,"Catharijnesingel 81, 3511 GP Utrecht, Nederland",,,,hallo@cafesaar.nl,+31 30 633 6783,,new,,,,,,,,{},,,,0
De Rechtbank,http://www.derechtbank.com/,Horeca,,"Korte Nieuwstraat 14, 3512 NM Utrecht, Nederland",,,,welcome@derechtbank.com,0031302330030,,new,,,,,,,,{},,,,0
Vis & Meer Seafood | Visrestaurant | Lunch & Diner | Wijnen,https://visenmeer.nl/,Horeca,,"Drieharingstraat 4, 3511 BJ Utrecht, Nederland",,,,info@visenmeer.nl,+31 30 200 0188,,new,,,,,,,,{},,,,0
Broodje & Zo bezorgen,http://www.broodjeenzo.nl/pg-27208-7-71623/pagina/home_2.html,Horeca,,"Amsterdamsestraatweg 579, 3553 EH Utrecht, Nederland",,,,broodjeenzo@mail.com,+31 6 46496687,,new,,,,,,,,{},,,,0
Pand 33 Utrecht,http://www.pand-33.nl/,Horeca,,"Nieuwegracht 33, 3512 LD Utrecht, Nederland",,,,info@pand-33.nl,+31302317494,,new,,,,,,,,{},,,,0
Humphrey's Restaurant Utrecht,https://www.humphreys.nl/restaurants/humphreys-utrecht,Horeca,,"Stadhuisbrug 3, 3511 KP Utrecht, Nederland",,,,utrecht@humphreys.nl,0475-222014,https://nl.linkedin.com/company/humphreysrestaurant,new,,,,,,,,{},,,,0
Paviljoen de Dom,https://paviljoendedom.nl/,Horeca,,"Vismarkt 15A, 3511 KS Utrecht, Nederland",,,,info@paviljoendedom.nl,+31628618803,,new,,,,,,,,{},,,,0
backWERK,https://www.back-werk.nl/,Horeca,,"Stationsplein 3A, 3511 ED Utrecht, Nederland",,,,info@back-werk.nl,,,new,,,,,,,,{},,,,0
Millie's Corner,http://www.milliescorner.nl/,Horeca,,"Amazonedreef 25, 3563 CA Utrecht, Nederland",,,,debske76@hotmail.com,+31 30 244 7797,,new,,,,,,,,{},,,,0
Restaria Theo,http://www.restariatheo.nl/,Horeca,,"Gangesdreef 110-112, 3564 SN Utrecht, Nederland",,,,restariatheo@gmail.com,+31630809957,,new,,,,,,,,{},,,,0
Krishna Vilas Utrecht,https://krishnavilas.com/,Horeca,,"Kaatstraat 1, 3513 BV Utrecht, Nederland",,,,info@krishnavilas.com,+31 30 268 8304,,new,,,,,,,,{},,,,0
Pancake in the Park,http://www.pancakeinthepark.nl/,Horeca,,"Gageldijk, 3566 ME Utrecht, Nederland",,,,info@pancakeinthepark.nl,+31 30 740 0024,,new,,,,,,,,{},,,,0
Yum Saap,http://www.yumsaap.nl/,Horeca,,"Twijnstraat 40, 3511 ZL Utrecht, Nederland",,,,info@yumsaap.nl,0302342453,,new,,,,,,,,{},,,,0
Suritaria 🇸🇷,http://www.suritaria.nl/,Horeca,,"Westerkade 46, 3511 HC Utrecht, Nederland",,,,info@smaakstation.nl,+31 30 210 2478,,new,,,,,,,,{},,,,0
The Tosti Club Utrecht,https://thetosticlub.nl/?utm_campaign=The+Tosti+Club+Utrecht&utm_content=326&utm_medium=Localistico&utm_source=google_gmb,Horeca,,"Mariastraat 49, 3511 LN Utrecht, Nederland",,,,info@thetosticlub.nl,+31 30 820 1162,https://nl.linkedin.com/company/the-tosti-club,new,,,,,,,,{},,,,0
Snacksalon Abstede,http://www.snacksalonabstede-utrecht.nl/,Horeca,,"Notebomenlaan 1, 3582 CG Utrecht, Nederland",,,,info@jj-events-partyservice.nl,+31 30 737 0689,,new,,,,,,,,{},,,,0
Little World Kitchen,http://www.littleworld.kitchen/,Horeca,,"Vondellaan 72, 3521 GH Utrecht, Nederland",,,,littleworldkitchen@gmail.com,+31687883853,,new,,,,,,,,{},,,,0
Castellum Hoge Woerd,https://www.castellumhogewoerd.nl/,Horeca,,"Hoge Woerdplein 1, 3454 PA Utrecht, Nederland",,,,info@castellumhogewoerd.nl,+31 30 286 0084,,new,,,,,,,,{},,,,0
Restaurant Feu | Bierpairing & Open Vuur,https://restaurantfeu.nl/,Horeca,,"Veilinghavenkade 59, 3521 AT Utrecht, Nederland",,,,info@restaurantfeu.nl,+31 30 633 6556,,new,,,,,,,,{},,,,0
Fedor's,http://www.fedors.nl/,Horeca,,"Vaartscherijnstraat 19, 3523 TA Utrecht, Nederland",,,,info@fedors.nl,0652353273,,new,,,,,,,,{},,,,0
Fort Lunet IV - De Smaak van Lunet,http://www.fortlunet4.nl/,Horeca,,"Oude Liesbosweg 68, 3524 SB Utrecht, Nederland",,,,info@fortlunet4.nl,0306330637,https://www.linkedin.com/company/fort-lunet-iv,new,,,,,,,,{},,,,0
Snackbar Antalya,https://www.snackbarantalya.nl/,Horeca,,"Lodewijk Napoleonplantsoen 24, 3582 TM Utrecht, Nederland",,,,info@deliverix.nl,+31 30 636 8561,,new,,,,,,,,{},,,,0
Japanese Don Dining KOUNOSUKE,https://www.don-kounosuke.com/,Horeca,,"Westerkade 27, 3511 HC Utrecht, Nederland",,,,info@don-kounosuke.com,+31 30 265 7910,,new,,,,,,,,{},,,,0
Baan Nok Thais Afhaal,http://www.baannok.nl/,Horeca,,"Rubenslaan 65, 3582 JC Utrecht, Nederland",,,,info@baannok.nl,0302593342,,new,,,,,,,,{},,,,0
